Team,Rating Week 6,Rank Week 6
Georgia,128.03900552382635,1.0
Iowa,82.9456421718615,2.0
Coastal Carolina,80.57346590187413,3.0
Penn State,79.42083310373047,4.0
Michigan,79.08173413617607,5.0
Pittsburgh,74.2196881079189,6.0
Alabama,73.64307164648879,7.0
Nebraska,73.25070022909537,8.0
Houston,73.21684802287862,9.0
Air Force,69.76407628744305,10.0
Ohio State,67.4709881038257,11.0
Cincinnati,65.84078950601936,12.0
Boston College,64.97578590130132,13.0
Wake Forest,63.55271540401277,14.0
Auburn,62.608819825427965,15.0
Liberty,61.63499473087107,16.0
Iowa State,61.12454570235512,17.0
Tennessee,59.00727964894503,18.0
Arizona State,56.242999280430354,19.0
Baylor,55.01557332749532,20.0
Texas,54.29467831432405,21.0
Oklahoma,53.579292818547586,22.0
Michigan State,53.09224863503527,23.0
Southern Methodist,52.317356589467565,24.0
North Carolina State,52.057393226174206,25.0
Oregon State,50.79661012083157,26.0
Texas-San Antonio,47.68532838497055,27.0
Texas A&M,47.46146768864634,28.0
Western Michigan,46.96942243686493,29.0
Kentucky,46.674220433662136,30.0
Fresno State,45.71593005303635,31.0
Oregon,45.309692045522496,32.0
Southern California,42.856932712133684,33.0
Appalachian State,42.2618463061633,34.0
Florida,41.054994494194474,35.0
Mississippi,40.363810992407366,36.0
San Diego State,39.23599483507605,37.0
Brigham Young,38.20969117264648,38.0
Boise State,38.065421671026044,39.0
Minnesota,37.98298129893682,40.0
Louisiana State,37.382492030519025,41.0
North Carolina,37.09555259283382,42.0
Virginia Tech,36.92288683878746,43.0
Virginia,35.94119107878227,44.0
Marshall,35.32095772117445,45.0
West Virginia,35.266247188264515,46.0
Clemson,35.25207248167795,47.0
Maryland,35.06386739031798,48.0
Oklahoma State,34.55891604971301,49.0
Louisville,33.94919833377691,50.0
Notre Dame,32.44807988395473,51.0
Rutgers,31.846560033415898,52.0
Kansas State,31.220874774487896,53.0
Toledo,30.478755782568705,54.0
Arkansas,29.834765441575456,55.0
Texas Tech,29.317411888049133,56.0
Army,29.238679407503305,57.0
Purdue,28.740641771267207,58.0
Texas Christian,28.08767374854404,59.0
UCLA,27.200549549803956,60.0
East Tennessee State,26.711182278446294,61.0
Syracuse,26.25403209319824,62.0
South Carolina,26.21364930042934,63.0
Mississippi State,25.954739476422944,64.0
Utah,24.312377213900906,65.0
Central Florida,23.67619682276357,66.0
Nevada,22.793594146766328,67.0
Florida Atlantic,20.991662026381107,68.0
