Team,Rating Week 11,Rank Week 11
Georgia,185.25897975501474,1.0
Ohio State,114.58989285819564,2.0
Michigan,109.04687307084838,3.0
Cincinnati,107.58853698609603,4.0
Alabama,104.8388237958179,5.0
Texas A&M,98.07501487346761,8.0
Wisconsin,95.34347611682348,9.0
Pittsburgh,94.55170754227034,10.0
North Carolina State,91.73713212097911,11.0
Oklahoma State,90.79863074788426,12.0
Wake Forest,83.19587499153825,14.0
Iowa State,83.13156791751624,15.0
Houston,79.82516389480928,16.0
Penn State,78.34200363510273,17.0
Oklahoma,75.9525817738924,18.0
Utah,74.01464658957602,19.0
Baylor,69.12578904426469,20.0
Michigan State,64.87163510829832,23.0
Notre Dame,64.63372238997991,24.0
Virginia,61.61865757997726,28.0
Oregon,61.57581733005711,29.0
Mississippi,57.656978755378546,31.0
Arizona State,56.06462114597049,32.0
Tennessee,55.362271190697705,34.0
Nebraska,54.00644101016033,35.0
Central Florida,53.53578891205417,37.0
Kansas State,52.38739329381275,38.0
Brigham Young,50.56543659274999,40.0
Arkansas,49.376258539652085,42.0
Minnesota,49.14673311069378,43.0
Iowa,47.261746746365745,44.0
Purdue,47.12076830122319,45.0
Clemson,44.994354639384504,47.0
Syracuse,41.978524746628906,48.0
Auburn,39.30006571747123,49.0
Kentucky,37.32639208311281,50.0
Mississippi State,36.502163151965306,52.0
Oregon State,35.81857970164745,54.0
Boston College,35.23320723307302,55.0
UCLA,32.45583140818558,57.0
Florida,32.41676509372461,58.0
Louisville,28.647782289916133,61.0
North Carolina,27.561318674524756,62.0
Texas,24.858953525434966,64.0
Miami (FL),23.10078651649668,65.0
Louisiana State,22.723640957986362,66.0
Washington State,22.55985475016336,67.0
Texas Tech,19.685082344318218,70.0
Washington,13.886272112475268,74.0
West Virginia,13.478455465300357,75.0
Southern California,12.636971507792898,76.0
South Carolina,12.006222041204758,77.0
Texas Christian,11.017325605209692,81.0
Florida State,9.634820169704046,82.0
Georgia Tech,8.109675927126894,84.0
California,-0.626228309531836,103.0
Virginia Tech,-1.2409320398206098,105.0
Maryland,-5.27548790299071,114.0
Northwestern,-12.06354442247585,128.0
Illinois,-13.012636382408687,130.0
Missouri,-18.08067857227382,150.0
Rutgers,-20.25987799969271,156.0
Colorado,-29.96698077646737,178.0
Stanford,-32.66787801911627,195.0
Arizona,-46.025283422928,205.0
Duke,-50.46797118590685,208.0
Indiana,-57.382423803765356,211.0
Vanderbilt,-100.84945118119114,225.0
Kansas,-103.15226140541627,226.0
